lead_id,created_at,first_response_at,response_minutes,source,campaign,region,owner,status,converted,revenue_usd
LEAD_000637,2026-01-21 17:05:38,2026-01-21 17:09:38,4,email,newsletter,Remote,alex,open,0,0
LEAD_000638,2025-12-17 21:28:17,2025-12-17 22:48:17,80,website_form,paid_search,Cumming,sam,lost,0,0
LEAD_000639,2025-12-21 02:34:36,2025-12-21 03:05:36,31,website_form,organic,Alpharetta,sam,open,0,0
LEAD_000640,2026-01-03 01:44:05,2026-01-03 02:16:05,32,website_form,paid_search,Cumming,sam,open,0,0
LEAD_000641,2025-11-21 04:57:41,2025-11-21 05:31:41,34,email,newsletter,ATL,taylor,nurture,0,0
LEAD_000642,2025-12-27 10:44:39,2025-12-27 11:30:39,46,website_form,organic,Remote,alex,converted,1,2888
LEAD_000643,2025-12-14 04:07:35,2025-12-14 04:54:35,47,event,organic,ATL,taylor,nurture,0,0
LEAD_000644,2025-12-28 02:20:55,2025-12-28 02:46:55,26,email,spring_promo,ATL,jordan,open,0,0
LEAD_000645,2025-12-03 04:04:16,2025-12-03 04:34:16,30,event,organic,Alpharetta,taylor,nurture,0,0
LEAD_000646,2026-03-05 15:52:29,2026-03-05 16:12:29,20,referral,paid_search,Alpharetta,sam,nurture,0,0
LEAD_000647,2026-01-29 00:42:09,2026-01-29 01:00:09,18,referral,organic,Alpharetta,sam,lost,0,0
LEAD_000648,2026-02-08 06:58:15,2026-02-08 07:16:15,18,instagram_dm,paid_search,Cumming,taylor,converted,1,719
LEAD_000649,2026-02-21 11:58:10,2026-02-21 12:28:10,30,instagram_dm,newsletter,Cumming,taylor,open,0,0
LEAD_000650,2026-01-17 14:40:11,2026-01-17 14:55:11,15,instagram_dm,spring_promo,Remote,alex,lost,0,0
LEAD_000651,2025-11-29 05:29:12,2025-11-29 05:30:12,1,instagram_dm,newsletter,ATL,alex,nurture,0,0
LEAD_000652,2026-01-22 06:01:23,2026-01-22 06:25:23,24,email,organic,Remote,sam,open,0,0
LEAD_000653,2026-01-28 05:15:31,2026-01-28 05:25:31,10,event,organic,ATL,taylor,converted,1,2405
LEAD_000654,2026-02-16 06:01:19,2026-02-16 06:37:19,36,instagram_dm,spring_promo,Alpharetta,sam,open,0,0
LEAD_000655,2026-01-09 14:20:09,2026-01-09 14:39:09,19,referral,organic,ATL,jordan,nurture,0,0
LEAD_000656,2025-12-04 02:35:15,2025-12-04 03:21:15,46,referral,spring_promo,Cumming,jordan,open,0,0
LEAD_000657,2025-12-22 20:25:51,2025-12-22 20:36:51,11,website_form,spring_promo,Remote,taylor,open,0,0
LEAD_000658,2026-01-01 08:50:00,2026-01-01 08:55:00,5,website_form,organic,Cumming,jordan,open,0,0
LEAD_000659,2026-02-04 07:23:52,2026-02-04 07:53:52,30,email,organic,Alpharetta,sam,nurture,0,0
LEAD_000660,2026-01-26 06:59:52,2026-01-26 07:22:52,23,email,partner,Alpharetta,taylor,nurture,0,0
LEAD_000661,2025-12-31 12:42:53,2025-12-31 12:51:53,9,referral,organic,Alpharetta,jordan,open,0,0
LEAD_000662,2026-03-17 04:19:12,2026-03-17 05:16:12,57,email,paid_search,Remote,jordan,nurture,0,0
LEAD_000663,2026-01-30 11:47:16,2026-01-30 12:00:16,13,email,organic,Cumming,sam,lost,0,0
LEAD_000664,2025-12-17 06:22:10,2025-12-17 06:39:10,17,email,newsletter,ATL,jordan,open,0,0
LEAD_000665,2025-12-01 00:17:23,2025-12-01 01:22:23,65,website_form,organic,ATL,sam,lost,0,0
LEAD_000666,2025-12-07 03:23:26,2025-12-07 04:11:26,48,instagram_dm,partner,ATL,alex,nurture,0,0
LEAD_000667,2025-12-18 07:30:52,2025-12-18 07:42:52,12,referral,organic,ATL,jordan,converted,1,4655
LEAD_000668,2025-12-08 01:55:07,2025-12-08 02:20:07,25,website_form,paid_search,Cumming,jordan,lost,0,0
LEAD_000669,2025-12-11 04:28:09,2025-12-11 04:38:09,10,email,organic,ATL,jordan,open,0,0
LEAD_000670,2025-12-23 00:13:49,2025-12-23 01:15:49,62,email,spring_promo,ATL,sam,lost,0,0
LEAD_000671,2025-12-09 14:28:20,2025-12-09 15:30:20,62,website_form,newsletter,ATL,jordan,nurture,0,0
LEAD_000672,2026-03-06 09:50:26,2026-03-06 11:36:26,106,website_form,spring_promo,Alpharetta,sam,nurture,0,0
LEAD_000673,2025-11-28 10:13:46,2025-11-28 12:26:46,133,event,organic,Cumming,jordan,nurture,0,0
LEAD_000674,2026-01-20 17:44:56,2026-01-20 18:03:56,19,email,spring_promo,Cumming,sam,open,0,0
LEAD_000675,2026-01-07 01:05:57,2026-01-07 02:00:57,55,website_form,newsletter,Remote,jordan,lost,0,0
LEAD_000676,2026-03-16 16:24:24,2026-03-16 16:28:24,4,website_form,partner,ATL,taylor,nurture,0,0
LEAD_000677,2025-12-02 05:49:42,2025-12-02 06:27:42,38,instagram_dm,organic,Remote,sam,open,0,0
LEAD_000678,2026-01-05 12:58:49,2026-01-05 13:43:49,45,instagram_dm,paid_search,Alpharetta,sam,open,0,0
LEAD_000679,2026-03-15 03:13:52,2026-03-15 03:27:52,14,instagram_dm,organic,ATL,jordan,open,0,0
LEAD_000680,2026-03-02 15:49:00,2026-03-02 16:07:00,18,website_form,organic,Alpharetta,jordan,nurture,0,0
LEAD_000681,2026-02-24 20:19:26,2026-02-24 21:21:26,62,referral,partner,Alpharetta,jordan,nurture,0,0
LEAD_000682,2025-12-19 17:54:59,2025-12-19 18:40:59,46,email,paid_search,Cumming,jordan,converted,1,6392
LEAD_000683,2025-12-09 07:18:45,2025-12-09 08:55:45,97,website_form,paid_search,Remote,sam,nurture,0,0
LEAD_000684,2026-02-07 00:50:55,2026-02-07 02:20:55,90,email,organic,ATL,sam,open,0,0
LEAD_000685,2026-03-10 07:45:33,2026-03-10 07:51:33,6,email,organic,ATL,sam,converted,1,1587
LEAD_000686,2026-01-24 14:38:00,2026-01-24 14:59:00,21,referral,spring_promo,ATL,alex,nurture,0,0
LEAD_000687,2026-01-26 09:24:03,2026-01-26 09:36:03,12,event,organic,ATL,jordan,nurture,0,0
LEAD_000688,2025-12-22 09:29:46,2025-12-22 10:25:46,56,website_form,organic,ATL,alex,open,0,0
LEAD_000689,2026-02-19 03:17:45,2026-02-19 03:58:45,41,referral,paid_search,Remote,taylor,open,0,0
LEAD_000690,2025-12-11 05:50:32,2025-12-11 06:03:32,13,referral,paid_search,ATL,taylor,converted,1,3507
LEAD_000691,2025-12-27 15:21:09,2025-12-27 15:36:09,15,event,organic,Cumming,taylor,open,0,0
LEAD_000692,2026-01-08 20:24:47,2026-01-08 21:41:47,77,website_form,spring_promo,Cumming,taylor,lost,0,0
LEAD_000693,2026-01-18 17:04:27,2026-01-18 17:27:27,23,email,paid_search,Remote,sam,nurture,0,0
LEAD_000694,2025-12-17 21:17:46,2025-12-17 21:20:46,3,website_form,spring_promo,Remote,taylor,lost,0,0
LEAD_000695,2025-12-02 13:53:11,2025-12-02 14:05:11,12,referral,newsletter,Alpharetta,alex,converted,1,1258
LEAD_000696,2026-01-31 01:44:31,2026-01-31 03:35:31,111,website_form,spring_promo,Remote,alex,open,0,0
LEAD_000697,2025-12-23 10:24:44,2025-12-23 11:30:44,66,email,organic,Alpharetta,taylor,lost,0,0
LEAD_000698,2026-01-27 13:07:20,2026-01-27 13:17:20,10,website_form,partner,Remote,alex,converted,1,740
LEAD_000699,2025-12-07 07:43:15,2025-12-07 08:21:15,38,website_form,spring_promo,Alpharetta,taylor,nurture,0,0
LEAD_000700,2026-01-15 12:50:23,2026-01-15 13:53:23,63,instagram_dm,organic,ATL,jordan,nurture,0,0
LEAD_000701,2026-01-21 17:00:50,2026-01-21 17:06:50,6,referral,organic,Cumming,taylor,open,0,0
LEAD_000702,2025-11-25 00:24:29,2025-11-25 01:32:29,68,instagram_dm,partner,Alpharetta,alex,nurture,0,0
LEAD_000703,2025-12-29 04:34:35,2025-12-29 05:20:35,46,referral,paid_search,Cumming,jordan,lost,0,0
LEAD_000704,2025-12-04 22:16:14,2025-12-04 22:33:14,17,website_form,spring_promo,ATL,alex,open,0,0
LEAD_000705,2025-11-26 09:40:34,2025-11-26 10:31:34,51,email,spring_promo,Cumming,taylor,converted,1,775
LEAD_000706,2026-03-17 14:14:30,2026-03-17 14:55:30,41,email,newsletter,Remote,alex,open,0,0
LEAD_000707,2025-12-27 11:32:07,2025-12-27 12:15:07,43,website_form,organic,ATL,jordan,converted,1,4304
LEAD_000708,2026-02-23 23:35:41,2026-02-24 00:12:41,37,email,newsletter,Alpharetta,alex,nurture,0,0
LEAD_000709,2025-12-19 08:31:17,2025-12-19 08:46:17,15,instagram_dm,spring_promo,Alpharetta,alex,converted,1,1663
LEAD_000710,2026-02-08 13:53:03,2026-02-08 14:11:03,18,email,spring_promo,Remote,sam,converted,1,1461
LEAD_000711,2026-02-18 00:36:45,2026-02-18 01:03:45,27,instagram_dm,newsletter,Remote,alex,lost,0,0
LEAD_000712,2026-01-29 06:35:45,2026-01-29 07:09:45,34,email,spring_promo,Alpharetta,jordan,nurture,0,0
LEAD_000713,2026-01-14 09:17:44,2026-01-14 10:10:44,53,website_form,paid_search,Cumming,alex,open,0,0
LEAD_000714,2026-01-07 05:15:29,2026-01-07 07:07:29,112,website_form,spring_promo,ATL,sam,nurture,0,0
LEAD_000715,2025-12-30 15:53:49,2025-12-30 16:32:49,39,email,spring_promo,Cumming,jordan,open,0,0
LEAD_000716,2026-03-10 08:12:00,2026-03-10 09:04:00,52,website_form,partner,Alpharetta,sam,lost,0,0
LEAD_000717,2026-02-26 11:20:24,2026-02-26 12:21:24,61,website_form,organic,Remote,sam,lost,0,0
LEAD_000718,2026-03-14 14:26:01,2026-03-14 15:21:01,55,email,newsletter,Alpharetta,taylor,nurture,0,0
LEAD_000719,2025-12-03 17:07:56,2025-12-03 17:21:56,14,email,spring_promo,ATL,alex,open,0,0
LEAD_000720,2026-02-14 12:03:16,2026-02-14 13:25:16,82,website_form,newsletter,Cumming,alex,lost,0,0
LEAD_000721,2026-03-11 09:34:36,2026-03-11 10:47:36,73,instagram_dm,newsletter,ATL,sam,nurture,0,0
LEAD_000722,2025-12-10 13:06:27,2025-12-10 13:42:27,36,instagram_dm,organic,ATL,sam,lost,0,0
LEAD_000723,2025-11-26 18:39:56,2025-11-26 18:54:56,15,website_form,paid_search,ATL,jordan,converted,1,3267
LEAD_000724,2026-02-15 17:35:01,2026-02-15 18:09:01,34,referral,newsletter,ATL,sam,nurture,0,0
LEAD_000725,2026-01-26 17:38:20,2026-01-26 17:45:20,7,instagram_dm,organic,Alpharetta,taylor,lost,0,0
LEAD_000726,2026-02-27 19:37:23,2026-02-27 21:06:23,89,instagram_dm,newsletter,ATL,alex,lost,0,0
LEAD_000727,2025-12-05 13:42:02,2025-12-05 14:01:02,19,email,newsletter,ATL,sam,open,0,0
LEAD_000728,2026-02-22 05:31:34,2026-02-22 05:57:34,26,website_form,spring_promo,Remote,sam,lost,0,0
LEAD_000729,2025-12-12 23:50:34,2025-12-13 01:15:34,85,instagram_dm,organic,Cumming,jordan,open,0,0
LEAD_000730,2025-12-08 10:29:07,2025-12-08 11:47:07,78,email,organic,ATL,taylor,lost,0,0
LEAD_000731,2025-12-08 12:14:30,2025-12-08 12:56:30,42,event,organic,ATL,jordan,converted,1,897
LEAD_000732,2026-02-24 13:07:53,2026-02-24 14:45:53,98,referral,paid_search,ATL,taylor,lost,0,0
LEAD_000733,2026-02-06 14:55:27,2026-02-06 15:09:27,14,email,organic,ATL,sam,converted,1,2813
LEAD_000734,2026-01-20 13:35:05,2026-01-20 14:17:05,42,website_form,partner,ATL,alex,open,0,0
LEAD_000735,2025-12-31 20:35:17,2025-12-31 20:49:17,14,website_form,organic,Cumming,alex,converted,1,1862
LEAD_000736,2026-03-04 01:29:38,2026-03-04 02:39:38,70,website_form,organic,ATL,sam,nurture,0,0
LEAD_000737,2026-01-04 21:23:53,2026-01-04 22:31:53,68,email,paid_search,Cumming,sam,nurture,0,0
LEAD_000738,2026-02-24 18:57:45,2026-02-24 20:39:45,102,website_form,organic,Remote,alex,lost,0,0
LEAD_000739,2026-01-10 11:51:53,2026-01-10 12:24:53,33,email,organic,Cumming,sam,converted,1,6051
LEAD_000740,2026-01-03 00:45:22,2026-01-03 02:46:22,121,website_form,spring_promo,Remote,sam,lost,0,0
LEAD_000741,2026-01-13 07:40:26,2026-01-13 07:53:26,13,event,organic,Cumming,alex,converted,1,1633
LEAD_000742,2025-12-24 23:07:28,2025-12-24 23:38:28,31,website_form,organic,Cumming,sam,nurture,0,0
LEAD_000743,2026-02-16 12:16:16,2026-02-16 12:29:16,13,event,partner,Alpharetta,taylor,lost,0,0
LEAD_000744,2026-01-18 02:59:27,2026-01-18 03:37:27,38,event,organic,ATL,sam,open,0,0
LEAD_000745,2025-12-16 15:55:44,2025-12-16 16:10:44,15,email,paid_search,ATL,jordan,converted,1,1951
LEAD_000746,2026-03-06 17:55:52,2026-03-06 19:05:52,70,instagram_dm,newsletter,Alpharetta,jordan,open,0,0
LEAD_000747,2026-01-03 20:45:47,2026-01-03 21:32:47,47,email,organic,Cumming,sam,converted,1,767
LEAD_000748,2026-01-23 00:35:18,2026-01-23 00:47:18,12,instagram_dm,organic,Alpharetta,alex,nurture,0,0
LEAD_000749,2026-03-07 13:47:45,2026-03-07 14:46:45,59,website_form,paid_search,Remote,sam,nurture,0,0
LEAD_000750,2026-02-01 16:57:42,2026-02-01 18:30:42,93,website_form,paid_search,Cumming,jordan,open,0,0
LEAD_000751,2025-12-02 19:49:21,2025-12-02 20:39:21,50,email,spring_promo,Cumming,sam,nurture,0,0
LEAD_000752,2026-03-11 13:52:22,2026-03-11 14:01:22,9,email,organic,Cumming,alex,converted,1,6578
LEAD_000753,2026-02-02 02:57:19,2026-02-02 03:26:19,29,email,organic,Remote,alex,converted,1,1705
LEAD_000754,2025-12-28 23:41:04,2025-12-29 00:36:04,55,website_form,spring_promo,Alpharetta,taylor,open,0,0
LEAD_000755,2025-12-05 12:15:35,2025-12-05 12:42:35,27,email,newsletter,Remote,sam,lost,0,0
LEAD_000756,2026-02-22 01:56:55,2026-02-22 02:09:55,13,website_form,paid_search,ATL,jordan,open,0,0
LEAD_000757,2026-02-01 04:57:57,2026-02-01 06:13:57,76,website_form,organic,Alpharetta,sam,nurture,0,0
LEAD_000758,2026-01-21 19:31:27,2026-01-21 19:57:27,26,website_form,newsletter,ATL,taylor,converted,1,5285
LEAD_000759,2026-03-06 01:34:01,2026-03-06 03:07:01,93,website_form,newsletter,ATL,jordan,nurture,0,0
LEAD_000760,2026-02-21 10:18:58,2026-02-21 10:39:58,21,website_form,organic,Remote,sam,converted,1,605
LEAD_000761,2025-12-06 23:58:47,2025-12-07 00:23:47,25,referral,spring_promo,ATL,taylor,converted,1,2514
LEAD_000762,2025-12-26 04:54:57,2025-12-26 05:14:57,20,website_form,newsletter,Remote,jordan,lost,0,0
LEAD_000763,2025-12-18 14:48:18,2025-12-18 15:17:18,29,instagram_dm,paid_search,ATL,alex,converted,1,6186
LEAD_000764,2026-02-16 01:43:17,2026-02-16 02:29:17,46,website_form,newsletter,Alpharetta,alex,converted,1,1423
LEAD_000765,2025-11-22 19:43:47,2025-11-22 19:56:47,13,referral,spring_promo,ATL,taylor,nurture,0,0
LEAD_000766,2026-01-26 04:26:19,2026-01-26 04:37:19,11,email,spring_promo,Cumming,taylor,lost,0,0
LEAD_000767,2026-02-18 07:02:14,2026-02-18 07:07:14,5,website_form,spring_promo,ATL,jordan,lost,0,0
LEAD_000768,2026-03-04 00:14:28,2026-03-04 00:19:28,5,email,newsletter,Cumming,jordan,nurture,0,0
LEAD_000769,2025-12-29 20:21:06,2025-12-29 20:30:06,9,email,paid_search,ATL,jordan,open,0,0
LEAD_000770,2026-02-25 08:22:38,2026-02-25 08:43:38,21,email,spring_promo,Alpharetta,sam,lost,0,0
LEAD_000771,2025-12-02 01:46:32,2025-12-02 02:24:32,38,website_form,paid_search,ATL,jordan,nurture,0,0
LEAD_000772,2026-02-28 08:56:20,2026-02-28 09:40:20,44,event,newsletter,ATL,alex,converted,1,2415
LEAD_000773,2025-12-04 02:19:25,2025-12-04 02:55:25,36,email,newsletter,ATL,taylor,converted,1,4386
LEAD_000774,2026-01-05 11:20:37,2026-01-05 12:46:37,86,website_form,partner,Cumming,taylor,nurture,0,0
LEAD_000775,2026-02-22 11:22:01,2026-02-22 13:07:01,105,instagram_dm,spring_promo,Alpharetta,jordan,nurture,0,0
LEAD_000776,2025-12-06 18:55:06,2025-12-06 19:21:06,26,email,partner,Remote,sam,lost,0,0
LEAD_000777,2025-12-16 07:24:01,2025-12-16 07:38:01,14,referral,spring_promo,ATL,alex,converted,1,1720
LEAD_000778,2026-02-13 11:14:37,2026-02-13 13:20:37,126,email,organic,Cumming,sam,lost,0,0
LEAD_000779,2026-02-13 04:51:41,2026-02-13 06:05:41,74,instagram_dm,paid_search,Alpharetta,jordan,lost,0,0
LEAD_000780,2026-02-03 17:39:41,2026-02-03 18:49:41,70,website_form,partner,ATL,jordan,open,0,0
LEAD_000781,2026-02-10 01:43:40,2026-02-10 02:03:40,20,referral,organic,Cumming,sam,nurture,0,0
LEAD_000782,2026-01-22 22:12:09,2026-01-22 23:12:09,60,instagram_dm,newsletter,Cumming,jordan,open,0,0
LEAD_000783,2025-12-19 00:20:15,2025-12-19 00:57:15,37,website_form,newsletter,ATL,taylor,converted,1,748
LEAD_000784,2025-12-30 06:45:38,2025-12-30 07:16:38,31,website_form,paid_search,ATL,alex,open,0,0
LEAD_000785,2025-12-10 14:09:27,2025-12-10 14:40:27,31,website_form,spring_promo,ATL,sam,lost,0,0
LEAD_000786,2026-03-07 19:29:38,2026-03-07 20:17:38,48,event,paid_search,Alpharetta,taylor,converted,1,1562
LEAD_000787,2026-01-27 19:19:28,2026-01-27 20:47:28,88,website_form,organic,ATL,jordan,open,0,0
LEAD_000788,2026-01-05 21:36:30,2026-01-05 23:49:30,133,email,organic,ATL,jordan,nurture,0,0
LEAD_000789,2026-01-13 05:43:58,2026-01-13 06:06:58,23,website_form,organic,ATL,jordan,converted,1,2534
LEAD_000790,2026-03-12 11:19:56,2026-03-12 11:57:56,38,email,organic,ATL,taylor,nurture,0,0
LEAD_000791,2025-12-07 04:48:30,2025-12-07 05:18:30,30,email,partner,ATL,alex,lost,0,0
LEAD_000792,2026-01-28 03:29:53,2026-01-28 04:14:53,45,event,organic,Remote,sam,open,0,0
LEAD_000793,2026-01-18 12:06:56,2026-01-18 12:33:56,27,email,partner,ATL,alex,open,0,0
LEAD_000794,2026-01-31 04:08:40,2026-01-31 04:26:40,18,referral,spring_promo,Alpharetta,alex,converted,1,2517
LEAD_000795,2025-11-20 23:18:49,2025-11-20 23:41:49,23,email,newsletter,Cumming,sam,converted,1,3164
LEAD_000796,2026-03-03 10:52:23,2026-03-03 11:13:23,21,website_form,paid_search,Alpharetta,alex,nurture,0,0
LEAD_000797,2026-03-10 15:39:25,2026-03-10 16:08:25,29,website_form,newsletter,Cumming,taylor,open,0,0
LEAD_000798,2026-01-25 14:44:23,2026-01-25 14:53:23,9,email,newsletter,ATL,taylor,lost,0,0
LEAD_000799,2026-02-10 09:30:38,2026-02-10 09:51:38,21,event,newsletter,Alpharetta,sam,lost,0,0
LEAD_000800,2026-03-09 11:57:16,2026-03-09 12:42:16,45,referral,paid_search,Cumming,jordan,nurture,0,0
LEAD_000801,2026-02-11 16:00:12,2026-02-11 16:45:12,45,website_form,paid_search,Alpharetta,jordan,converted,1,1221
LEAD_000802,2025-12-07 02:28:07,2025-12-07 03:08:07,40,website_form,spring_promo,Cumming,taylor,converted,1,5914
LEAD_000803,2026-01-26 22:52:00,2026-01-27 00:15:00,83,website_form,paid_search,Remote,jordan,lost,0,0
LEAD_000804,2026-01-30 14:29:44,2026-01-30 15:15:44,46,event,organic,Alpharetta,alex,open,0,0
LEAD_000805,2026-01-08 16:39:09,2026-01-08 18:00:09,81,referral,organic,Remote,taylor,lost,0,0
LEAD_000806,2026-02-15 04:06:56,2026-02-15 06:19:56,133,referral,paid_search,Cumming,jordan,open,0,0
LEAD_000807,2026-03-10 22:08:00,2026-03-10 23:09:00,61,email,organic,Cumming,jordan,lost,0,0
LEAD_000808,2026-03-09 20:47:37,2026-03-09 20:56:37,9,email,paid_search,Alpharetta,taylor,converted,1,1249
LEAD_000809,2026-01-11 21:34:25,2026-01-11 22:15:25,41,email,organic,Remote,taylor,converted,1,2239
LEAD_000810,2025-12-02 09:16:54,2025-12-02 09:53:54,37,website_form,spring_promo,Remote,jordan,converted,1,2589
LEAD_000811,2026-03-16 23:29:56,2026-03-17 01:02:56,93,email,organic,ATL,jordan,nurture,0,0
LEAD_000812,2026-02-27 11:10:58,2026-02-27 11:40:58,30,website_form,spring_promo,Alpharetta,taylor,open,0,0
LEAD_000813,2025-12-03 18:11:05,2025-12-03 18:27:05,16,website_form,paid_search,ATL,sam,converted,1,2444
LEAD_000814,2026-03-09 07:10:51,2026-03-09 07:32:51,22,referral,organic,Cumming,sam,converted,1,1002
LEAD_000815,2026-03-03 04:27:28,2026-03-03 04:37:28,10,referral,organic,ATL,alex,open,0,0
LEAD_000816,2026-01-20 01:24:35,2026-01-20 03:23:35,119,email,spring_promo,ATL,taylor,nurture,0,0
LEAD_000817,2026-01-28 18:01:46,2026-01-28 18:34:46,33,email,organic,Remote,jordan,nurture,0,0
LEAD_000818,2026-01-05 16:17:02,2026-01-05 16:28:02,11,email,paid_search,ATL,alex,open,0,0
LEAD_000819,2025-11-25 08:52:11,2025-11-25 10:31:11,99,instagram_dm,spring_promo,Alpharetta,taylor,nurture,0,0
LEAD_000820,2025-12-29 00:31:27,2025-12-29 02:21:27,110,referral,newsletter,Cumming,jordan,nurture,0,0
LEAD_000821,2026-02-23 03:22:27,2026-02-23 04:00:27,38,referral,partner,ATL,taylor,converted,1,4446
LEAD_000822,2025-11-19 08:29:47,2025-11-19 08:38:47,9,instagram_dm,newsletter,ATL,alex,converted,1,1514
LEAD_000823,2025-12-28 19:38:02,2025-12-28 20:00:02,22,website_form,paid_search,Cumming,jordan,nurture,0,0
LEAD_000824,2026-01-05 13:52:55,2026-01-05 14:20:55,28,website_form,spring_promo,ATL,jordan,lost,0,0
LEAD_000825,2026-01-22 06:51:20,2026-01-22 07:25:20,34,email,organic,Alpharetta,jordan,open,0,0
LEAD_000826,2026-03-09 04:20:25,2026-03-09 04:32:25,12,website_form,paid_search,Remote,jordan,converted,1,2725
LEAD_000827,2025-12-30 08:37:58,2025-12-30 09:42:58,65,referral,newsletter,ATL,taylor,nurture,0,0
LEAD_000828,2025-12-30 10:22:53,2025-12-30 10:25:53,3,website_form,newsletter,ATL,sam,lost,0,0
LEAD_000829,2026-02-15 07:09:35,2026-02-15 08:21:35,72,website_form,newsletter,Cumming,taylor,nurture,0,0
LEAD_000830,2026-01-12 01:32:38,2026-01-12 02:55:38,83,email,organic,Alpharetta,alex,nurture,0,0
LEAD_000831,2025-12-15 18:01:05,2025-12-15 18:25:05,24,event,spring_promo,ATL,sam,nurture,0,0
LEAD_000832,2026-01-12 02:10:55,2026-01-12 02:41:55,31,website_form,paid_search,ATL,alex,open,0,0
LEAD_000833,2025-12-05 16:49:28,2025-12-05 18:19:28,90,instagram_dm,newsletter,Cumming,sam,nurture,0,0
LEAD_000834,2025-12-09 23:09:03,2025-12-10 00:02:03,53,email,organic,Remote,sam,converted,1,2401
LEAD_000835,2026-01-17 14:27:19,2026-01-17 14:52:19,25,website_form,paid_search,Cumming,taylor,lost,0,0
LEAD_000836,2026-01-08 01:39:41,2026-01-08 02:07:41,28,email,organic,Cumming,jordan,converted,1,2395
LEAD_000837,2026-03-08 13:54:45,2026-03-08 14:42:45,48,instagram_dm,organic,Remote,sam,open,0,0
LEAD_000838,2026-01-01 06:51:02,2026-01-01 08:43:02,112,email,paid_search,Alpharetta,jordan,lost,0,0
LEAD_000839,2026-01-27 11:15:02,2026-01-27 11:43:02,28,referral,paid_search,Alpharetta,alex,converted,1,701
LEAD_000840,2026-02-02 16:04:38,2026-02-02 16:28:38,24,website_form,organic,Cumming,alex,open,0,0
LEAD_000841,2025-11-20 08:52:06,2025-11-20 09:26:06,34,website_form,spring_promo,Remote,jordan,nurture,0,0
LEAD_000842,2026-02-06 10:08:38,2026-02-06 10:42:38,34,event,spring_promo,Alpharetta,jordan,converted,1,1433
LEAD_000843,2025-12-10 03:53:59,2025-12-10 04:35:59,42,email,newsletter,Remote,taylor,lost,0,0
LEAD_000844,2026-03-14 03:02:19,2026-03-14 03:33:19,31,email,organic,Alpharetta,sam,lost,0,0
LEAD_000845,2025-12-06 15:18:17,2025-12-06 16:33:17,75,referral,paid_search,Alpharetta,jordan,lost,0,0
LEAD_000846,2026-01-07 13:16:25,2026-01-07 13:31:25,15,website_form,partner,ATL,jordan,lost,0,0
LEAD_000847,2025-11-29 00:57:48,2025-11-29 01:42:48,45,instagram_dm,paid_search,ATL,taylor,nurture,0,0
LEAD_000848,2026-03-18 10:09:15,2026-03-18 10:56:15,47,website_form,organic,Alpharetta,alex,nurture,0,0
LEAD_000849,2026-01-18 01:28:40,2026-01-18 01:44:40,16,website_form,paid_search,ATL,jordan,open,0,0
LEAD_000850,2026-01-29 05:51:54,2026-01-29 06:36:54,45,website_form,organic,Cumming,jordan,open,0,0
LEAD_000851,2025-11-26 20:20:11,2025-11-26 21:08:11,48,referral,spring_promo,ATL,taylor,converted,1,2709
LEAD_000852,2026-02-16 19:02:32,2026-02-16 19:03:32,1,website_form,spring_promo,Alpharetta,alex,nurture,0,0
LEAD_000853,2025-12-13 23:41:04,2025-12-13 23:55:04,14,instagram_dm,organic,ATL,jordan,nurture,0,0
LEAD_000854,2026-03-06 13:33:09,2026-03-06 15:08:09,95,event,partner,Alpharetta,sam,nurture,0,0
LEAD_000855,2025-12-13 09:57:30,2025-12-13 10:17:30,20,email,spring_promo,Alpharetta,jordan,lost,0,0
LEAD_000856,2025-12-11 16:20:13,2025-12-11 16:31:13,11,email,spring_promo,ATL,alex,nurture,0,0
LEAD_000857,2025-11-23 04:25:09,2025-11-23 04:29:09,4,email,partner,Cumming,alex,open,0,0
LEAD_000858,2026-01-14 10:42:32,2026-01-14 10:54:32,12,website_form,spring_promo,ATL,jordan,nurture,0,0
LEAD_000859,2026-01-25 13:53:55,2026-01-25 14:23:55,30,email,paid_search,ATL,sam,nurture,0,0
LEAD_000860,2025-11-26 16:23:49,2025-11-26 16:33:49,10,instagram_dm,organic,Cumming,alex,converted,1,730
LEAD_000861,2026-02-19 20:40:33,2026-02-19 21:34:33,54,event,spring_promo,ATL,sam,converted,1,1857
LEAD_000862,2026-01-12 04:37:41,2026-01-12 04:53:41,16,event,partner,Remote,alex,nurture,0,0
LEAD_000863,2026-01-20 17:24:01,2026-01-20 18:06:01,42,referral,spring_promo,ATL,taylor,lost,0,0
LEAD_000864,2026-01-10 16:33:10,2026-01-10 17:59:10,86,referral,newsletter,Alpharetta,jordan,nurture,0,0
LEAD_000865,2026-01-05 21:21:14,2026-01-05 22:44:14,83,email,organic,Cumming,taylor,lost,0,0
LEAD_000866,2026-01-24 22:55:13,2026-01-24 23:37:13,42,instagram_dm,spring_promo,Alpharetta,sam,nurture,0,0
LEAD_000867,2025-12-07 10:14:53,2025-12-07 10:26:53,12,referral,spring_promo,Cumming,taylor,nurture,0,0
LEAD_000868,2025-12-10 15:06:33,2025-12-10 15:38:33,32,email,spring_promo,Alpharetta,sam,lost,0,0
LEAD_000869,2026-03-02 05:05:56,2026-03-02 05:48:56,43,event,spring_promo,Alpharetta,jordan,open,0,0
LEAD_000870,2026-03-12 07:58:07,2026-03-12 10:27:07,149,email,paid_search,Alpharetta,sam,open,0,0
